"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Qatar","QAT","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150183.82495096","140463.467088226","141985.797872882","138171.736451313","152276.002131264","151594.251202993","142284.702789357","99797.315295096","86483.8035764661","83345.9899195996","107824.721074641","127838.533845449","130010.620086171","120273.156814706","107026.483205356","97622.1326601829","95012.3144947021","91408.4226394559","97753.0750008623","102319.418792368","100921.05731094","123974.854557513","120334.484140352","122629.506731488","",
"Romania","ROU","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13080.2997511086","13302.1775973029","12351.4339290104","12093.8325717535","12598.7261538772","13947.4612664615","15187.5954260695","14579.9142808117","15352.4501580387","15663.5619769204","16625.5058128519","18357.1890131389","19220.9164412277","22879.1737927619","25392.5027669166","24301.5394057514","25251.8654597468","22280.7483921449","21874.8948018632","22824.0344566987","24077.558711429","23395.9949169175","24235.4737102977","25434.1842598472","25314.1528667437","24801.2428169575","23284.6090733824","21327.1614784974","21150.93305727","",
"Russian Federation","RUS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18176.6528318529","14629.2954065721","13359.9011167581","11482.9560892437","11350.2599808518","11053.9576223164","11800.3876650686","11837.4030304811","12241.8796489465","13174.9696188466","13493.6132244514","13707.7787554096","15020.4855755567","16549.1629581856","17219.2647137529","18107.2480959241","18588.6643140737","18940.8132752803","18086.1884655016","18943.9002582081","20120.8920412279","20393.6763197388","20574.7420322181","20723.259779137","20982.8463177905","21496.8490229837","21945.5806837017","22659.3042483248","23230.596207257","23261.3168004797","24014.4594784806","24320.8471036168","25254.9738131764","",
"Rwanda","RWA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7493.98096989904","8278.67614115825","6998.79113957895","3023.82941621458","5766.54154300867","5399.17262509783","5185.65253285016","5264.26128130827","6768.20285065432","6480.97914285493","6825.10785218409","6647.08233977732","6291.366524826","6435.17999418171","6201.64074870129","6099.8559501978","5896.31966848811","5945.67651662768","5390.31734434308","5203.99646759174","5450.57542433672","5251.72796971124","5255.08937971421","4846.01796003349","4270.40480539983","3739.5052945934","3127.57523734545","2807.90917922589","3252.81640552352","2589.97038697961","3846.0719721382","3726.58712928828","3657.70312000505","",
"South Asia","SAS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2855.64193143918","2888.70982896491","2966.36832444665","3133.33309074139","3342.73649605954","3414.90907801193","3418.94576820338","3409.57818163974","3427.90364345015","3468.64156978876","3376.82715774004","3420.68256968358","3455.44266507689","3577.54236168114","3712.23174218102","4048.53077151361","4201.82162326001","4218.85349542675","4397.34437567908","4537.33453155664","4464.37670964892","4382.93830679588","4454.79720041731","4676.43638006435","5009.66490283629","5295.14369877979","5502.64758554231","5703.51295018932","5565.73334370724","5927.87453079767","6151.65885153776","5687.10514682252","6241.28222655951","",
"Saudi Arabia","SAU","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206166.114016354","198885.170453143","188241.809549481","184964.747614694","183894.364211016","184912.440821097","180146.399257525","176746.321004863","166836.104520789","168583.679794844","158829.893576724","146892.604995797","157172.63934959","160087.440646387","159006.800901994","151128.744874007","139442.483861099","136747.715223358","120114.780863951","119263.840150103","122993.32810126","118084.917171476","108051.377935652","106065.010144877","103246.778247444","92648.9860453944","92373.6914772053","99976.9831106055","101555.666358475","96792.2156917632","119271.751886705","150198.722721167","138474.839289754","",
"Sudan","SDN","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2428.70071859935","2319.06574220333","2415.3565452143","2240.68884240252","2285.75900970418","2606.92152460759","2645.68763214022","2803.63790486346","3064.70144132369","4441.47424027465","4705.60125029153","5421.13330918133","5233.11737270349","5604.96563128935","5939.18585856199","6600.86304198891","7807.451218784","7606.47098751782","7272.18022578171","7657.10111882068","7318.01012930127","6292.81808932857","6488.94069909878","6739.4523040958","6787.61792087783","6711.73475233246","6625.60995004538","6419.45498194843","6369.14957962766","5977.99564132852","5796.58061910022","5439.88332411406","","",
"Senegal","SEN","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6270.91774491778","6509.55269292934","6285.80157919862","6202.74958782694","6324.31811341525","6451.88260931696","6527.44284243725","6799.33555937524","6690.39747274792","7023.09298295595","7153.88702999977","7070.22295135265","6563.39241058391","6279.35292666835","5766.13636459051","5375.49091523865","6222.41682093826","6122.37704314606","6046.05040363757","5597.2236415682","5478.91943214934","5853.19624894873","6305.45178558086","6443.74982540507","6418.3615807914","5950.47608325731","6248.99752790052","5738.19789198987","5166.20720755765","4851.46895248383","4872.07000748747","4808.52855745149","4900.19966196966","",
"Singapore","SGP","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38172.600937333","39491.7798426155","42727.2072757302","48410.8291121535","52927.3200127592","55652.074906786","54990.1718953993","54450.6998851444","59679.5192798482","67463.3347496497","63038.1935553227","69071.2006780065","71355.6300103808","80889.681677476","92072.0059952164","93675.684552734","94372.9308815478","85992.267513755","88412.1010273481","109253.874098891","118826.296014913","118856.255603018","123309.037468613","139249.394468812","134291.177277436","146380.351955498","159631.066634034","165870.244514332","171744.218908896","175220.863363928","211856.53236923","211397.099112952","198630.907794787","",
"Solomon Islands","SLB","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4586.26341519344","4461.11359957714","4308.99240693609","4922.51337891212","5501.57098451485","6298.81127967711","6436.55568967076","7322.62497693513","9304.0451119466","9356.38271308949","8815.3970311073","7294.12139227861","6837.04188129832","6792.28725113515","6858.61102015467","6583.63969100473","6474.56927747053","6046.21254099582","5994.65140425753","5927.0723972639","6291.1404142544","",
"Sierra Leone","SLE","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22745.5015385815","24603.5035097574","22644.0950371949","21276.1886237283","15871.4047849617","16147.7226644988","13184.1652753958","11681.5168044707","9055.48292612874","9000.43598217419","6233.02684730852","5793.93754929175","6377.94009996637","6335.95411733867","6647.31940095833","7321.68181158732","7523.67862009574","7518.95932383391","7136.38154301776","7966.55687452751","9122.54266619126","11881.2830172632","16054.2860076376","11123.2654851093","7712.10278014536","7530.69267313509","6252.43467900035","5171.15086747841","5257.46605547884","4656.51692459572","4825.75024627726","5111.01574217214","5670.78444096691","",
"El Salvador","SLV","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6359.90380507844","6552.54818943336","7130.68677981091","7239.12926565934","7586.56856613785","7907.53940634516","8305.80220115368","8429.94687356404","8366.95811167655","8566.71873676938","9155.63523894034","9087.86413365252","8944.37528857764","9169.96004267912","9849.10279437209","9752.02923597193","9621.92908228083","10014.3050012107","10818.5423739974","10443.9719399169","10980.4350812135","11032.2818846932","11218.2850803555","11245.8908417285","10740.6865357933","11255.8316148715","11037.1656794967","10971.9052293922","11038.1967465738","9961.98676661878","10086.2310114254","10076.629775298","10297.7897100392","",
"San Marino","SMR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7343.90051350808","8101.67576292335","9046.16534139928","9583.54675066986","8089.08823040315","9008.48027639767","9342.16277643586","10346.5191413746","10928.7723587557","12245.9649976153","13089.8437634359","12880.6578594302","13087.3963358119","14527.0333678286","14233.8425966952","15102.8162128658","15933.3854345577","16329.9808082763","17545.2357469251","16744.080071729","17547.5528834452","16898.2563259078","16291.9546360223","15520.1448273815","15618.558638805","15067.4641716475","15642.0069014771","15626.2401233748","16391.796859718","",
"Sub-Saharan Africa (excluding high income)","SSA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11084.801941349","10832.4299348819","10196.4813649154","9863.40279863136","9404.46977373768","9537.80525500628","9511.5878972076","9315.51107800163","9008.87956234995","9188.79344144631","9131.69727230082","9510.55408231534","9725.02386295547","9756.82815820285","10146.8323342996","10285.5063138515","10513.0542994624","10807.7319775519","10549.5171831194","10856.7575477791","11056.8786671615","10749.5152311044","10493.1071013215","10365.821373911","9893.78247595112","9461.68653329932","9398.94007911087","9304.26964451522","9194.26210396455","8055.41717170452","7748.85689031811","7505.81136608754","7429.75283049611","",
"South Sudan","SSD","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20992.9743361452","23009.514976458","21672.3007650126","20159.8992714751","9763.6124789216","4430.66792304518","9588.69090710982","6550.19909428676","","","","","","","","","",
"Sub-Saharan Africa","SSF","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10308.139950784","10054.1907081404","9467.24348671775","9158.93102333615","8751.68440711746","8867.58611714066","8844.32584096316","8673.67982074965","8389.6713564373","8545.45580971507","8478.13560322302","8837.3754965854","9032.73230245063","9045.87445075002","9384.79108130666","9535.64776509239","9726.46250318201","9994.03988477188","9743.01015748953","9999.7807851241","10176.5072088014","9910.87228146886","9704.61078495081","9670.56348259658","9322.99562923733","9006.37564499402","9036.42203018853","9021.81496109376","8988.29101588131","7977.50308690346","7731.96214133826","7501.15048970572","7443.12310757913","",
"Small states","SST","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24841.77037442","25580.6464416786","26420.4435864354","25677.2532947155","26697.444300655","26583.0611383228","27078.2789705724","28223.5912287508","29507.6696314523","29308.2451968551","30393.5693998749","32968.3285913351","32882.469500772","32248.6863495283","31432.0046298397","32421.9363613451","32209.6153548402","32017.3119595592","31914.8181717534","31532.656024255","31412.6089332179","31309.7007594984","31794.4278117991","31760.2881724346","31892.1011910349","32531.5366719827","33839.8940128358","35891.9627066094","38222.8571030214","",
"Sao Tome and Principe","STP","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4747.34163141485","5341.79024460376","4972.9223255869","4326.36515173911","4711.58351174161","5346.7671663732","5508.88904538129","5560.62115356974","5414.95811772895","5632.88203425758","5757.14675245488","5868.3014503641","5637.26486975578","5186.79127579474","5266.91716064931","5058.47307064768","",
"Suriname","SUR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40740.8230107584","41092.2217376938","35564.3452311311","34234.8699074301","28112.1749400005","26967.6563980587","27204.8586483517","25509.8589516966","31285.2527426608","31388.9023396733","32592.0509009452","29591.0164473208","28817.284885756","30295.471074977","32548.2988634724","33130.7722861895","33593.4490497645","35010.8476432119","30713.0654891221","31187.078487202","31871.5539723421","27624.9855092848","27744.1667614978","25403.4686981165","24062.1275727845","21904.2956903061","25608.6228972246","25891.9558522222","24226.7974971958","20683.3656970202","17804.0557821476","18023.4501560093","18049.0014229647","",
"Slovak Republic","SVK","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9740.97222345137","11027.4613581558","11145.1251981609","12347.6140829078","12160.49950845","13460.2517573079","13982.3883529115","14889.746466884","16200.7206009122","18425.8469039608","19315.863792269","21858.6259604001","23233.6979501608","23495.1911860987","22415.6123226718","25790.8391495312","26036.297331866","26372.0314254502","26084.5470165844","28220.3953244488","30421.2444317772","29073.7772885407","28531.3856477738","30503.6341730079","31623.3084940919","29298.8346970756","28979.7375415614","28007.1466767462","28523.5622665392","",
"Slovenia","SVN","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19285.8243495491","20757.1000333932","22391.7821788289","23039.2898442363","25776.5461008306","27168.4379572113","26395.7463667962","26799.6551355561","30488.522356358","30957.2107609965","31341.8685366932","35297.8122375837","38177.1992596044","39210.2399918537","36037.165676485","37178.4184829872","39233.1298130321","39156.9404310168","39041.9092195311","40860.8312668748","39951.5380678839","40054.1975242263","41060.5923684255","41814.7606035998","43372.4155712691","42845.8265879395","51793.6233384146","50169.143690208","49765.2964983384","",
"Sweden","SWE","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51442.8145732855","52204.3373351775","54464.9420547282","60459.5337539346","66890.4347839602","68192.240872044","72829.175009718","75672.8654053812","81493.4473849614","87845.9107125205","89188.3579810903","95877.6902338917","98577.963478816","106666.61784044","109907.889959303","114564.766308094","118946.733827939","113296.923850041","105936.635168553","120699.314290472","123284.704831986","121092.86355283","117332.818179847","119482.254557247","127434.655643836","125729.662544721","126879.429018012","127199.026454757","127201.155688995","128158.851164639","137464.341221544","144083.643189422","136739.842604475","",
"Eswatini","SWZ","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12662.0426884153","12739.5455502568","12558.7554482708","13188.232025599","13787.6250002805","13724.3929597416","14293.6405856611","14492.2229377742","14436.8401874428","14520.2911069082","14551.2025653888","15387.9487212497","15681.8524545341","15839.7940063526","16204.622089366","18026.8428338268","19331.4401396331","18409.0187044764","17707.3485235807","19007.5107402621","18917.9533874047","19250.3079944564","19877.3805013153","20043.208729033","20266.6271832007","21453.9486922458","23654.6283742514","24868.9895438802","28265.5860189325","28674.0177132337","34906.5011582632","35725.5743087499","35377.6038943111","",
"Sint Maarten (Dutch part)","SXM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7376.87414425798","7424.9942264024","6858.86427210476","6931.60593364626","7464.57325881146","7063.14661772929","6744.53042915276","6360.41079950266","5661.64801360956","5564.65051182119","6142.17000527608","5723.95837939226","4097.37068955405","2215.24427660558","2907.86810823688","3076.00740172088","2711.30121859316","3273.09275919105","3554.17067279181","3161.98778016177","2890.40468382992","2597.25226753436","2072.07831009521","","",
"Turks and Caicos Islands","TCA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22295.2546448844","20467.6556514141","19131.7360030093","18595.482504917","16681.3346087714","16764.2052026099","17139.1471354258","18255.7128691227","17242.1279994198","15762.6868389538","13778.503059726","9812.07920989634","10295.4869909195","10195.7323867132","10369.9395061175","9678.25135506103","8870.21933378977","8476.15223655646","8402.39709176212","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3456.44201383526","3866.28929733045","4535.42361329512","5084.11040307577","5572.79746814192","5988.15288008903","6331.95272368917","6518.29282523909","7003.71501935545","7405.26394611621","7947.86166229928","8808.5373427662","9602.54316933896","10031.3931544914","10398.7754828281","10912.4476253295","11562.9704250073","12307.5943825886","13036.6911845843","14006.7277887783","14798.9193141576","15489.598629356","16646.2623355735","17647.4531424858","18789.1580164114","19584.2353620301","20424.7661170137","21171.5451549185","21801.7136562099","22131.8558778864","23087.6028911691","23913.0609718863","24529.3544621196","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14610.0931006905","12186.0931513432","11377.8906278138","9608.56455552356","10464.4855690513","10626.2512056201","11198.5600920089","11394.4079382635","11683.2773668567","12371.2427816273","12597.6200521748","13019.4497773804","14082.9125901831","15248.0145295427","15870.3742895861","16906.6880785313","17572.0021586183","17797.890494854","17226.6359177068","18101.3912067036","19338.0197179786","19475.4573603943","19886.9635463952","20159.0667488944","20794.2043293074","21028.8122063851","21709.0149634997","22172.2955144812","22583.7744952737","22686.3311111926","23513.5759183196","25304.8227511075","25969.1592461786","",
"Togo","TGO","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8684.19252625516","7590.23466529109","5165.06931683383","6545.00959735249","7391.73000492824","7340.46629189937","7230.16445012117","6271.19702682909","6075.76265404197","5932.50009546181","5647.14433585643","5767.27220096604","5665.61888074114","5047.74546237328","4916.09343400771","5104.89327949326","3741.19130053219","2992.54956512687","2372.44763434987","2324.94722197644","2349.12549431692","2215.77669609596","2639.82905806114","2830.97421372077","2739.96554653982","2586.01300849665","2538.05641872731","2606.73660763833","2453.21823402162","2526.24298112866","2612.39094839009","2660.57436983302","2745.6038755922","",
"Thailand","THA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11981.4076611418","12429.3728879489","12125.3406770452","12010.1160918378","11818.1359271259","11749.780791096","11879.8539603087","11524.8079119083","12029.7453261722","12539.8164142027","13540.2332714906","14130.3478577911","14480.5699707186","14957.5938833211","15453.5864705258","15634.5226504135","15297.5442388465","16786.6072934523","16525.4921529584","17261.0380196024","16772.7357922708","15063.431709595","15388.0738320935","15891.1709718605","16814.9662094845","17124.5609223073","17194.2084838198","16442.272759066","17234.1318803851","17142.4256260948","16892.3862515693","",
"Tajikistan","TJK","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7766.65754033172","5793.16308488717","5494.32025200585","4310.89447009018","3915.10152373151","3248.54498248444","3242.03934696049","3487.83291331778","3647.03186451807","3786.01702175989","3990.56577885693","3980.48854057008","4043.95573590567","4333.24359160779","4843.33708382804","5154.29088662629","5720.56826299107","5862.22036430487","5761.13577961595","6126.49652593638","6281.66005410763","6487.60682844452","6413.73528887324","6489.94178551746","6912.29525974465","7680.99374762258","8959.02479464107","10122.028832107","10789.5248549505","12308.1978127851","13345.1565128763","14050.2336970278","14817.3693524066","",
"Turkmenistan","TKM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31041.9417337318","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19458.5624824435","19479.0325526487","19832.1156726911","20689.6293177171","20273.9001011336","21111.4770148187","21645.7831015713","21418.5860593485","21273.7168208732","21557.9039697182","21198.9109721041","20752.9399533167","20929.1309150581","21465.2881757815","21602.8929200023","21924.5211845821","22023.6715351986","21875.2156175321","21176.4479784823","22200.4970042233","22794.2002595112","22408.1047206174","22639.7161773746","22258.4270467234","22225.9086753469","22514.0696488096","22518.1779956913","22360.2478294611","21832.5003200216","22009.7574029285","21803.392789266","21472.3318035256","21668.1636532809","",
"Timor-Leste","TLS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11294.2104306009","9476.1029034703","7023.96621717722","5647.61332188542","2034.15227109967","1803.76766045151","1527.2496497753","2029.35513165953","3689.84881738571","5254.51107226083","5480.28141513179","6217.89182384852","5216.55122620556","7441.87306178484","5571.40419874307","5625.27845496659","5062.57884668752","3740.66659148036","3935.95948836681","9247.07174469851","20302.322035821","21243.4426801417","11888.1303244688","4943.70459516834","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10522.5609817104","10993.0617119335","10988.7736153419","10794.8907191931","10983.9819605905","11091.5485554277","11773.5277279374","12238.7158542334","13673.0638148188","13907.999034001","13728.8362572399","13620.747709111","13320.6040290243","13687.1645411909","13615.9827369115","14830.4661782316","14879.8366720389","15231.391641091","14351.739861809","14300.5773341975","13799.8388588354","13626.8706721885","12738.0438392247","12690.0077235892","12328.2121152436","13180.6679074128","13455.915599331","13304.1761963666","12995.9832000981","12545.590930585","12561.2524229794","12842.0421782811","13058.9419092879","",
"Tonga","TON","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5621.81670426145","5489.92639145861","5634.46731086393","5926.35727171981","6444.67567398536","6811.11970276403","5844.31194004164","6339.08350649369","6492.02391080123","5922.58030205433","5967.26710634376","6227.13091625799","6129.60829719355","6198.87857441162","5865.16086870552","5375.79478562131","5164.84792253362","5471.21885963652","6224.52920775408","6598.35900922812","6962.81314590777","7322.8806332836","6382.88002669462","6991.39648433542","7089.42258101368","8046.75054275235","8926.43122415322","7707.8309397319","8180.32498301527","7961.25890385249","8686.81535459143","9533.34080608125","8979.68740397026","",
"South Asia (IDA & IBRD)","TSA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2855.64193143918","2888.70982896491","2966.36832444665","3133.33309074139","3342.73649605954","3414.90907801193","3418.94576820338","3409.57818163974","3427.90364345015","3468.64156978876","3376.82715774004","3420.68256968358","3455.44266507689","3577.54236168114","3712.23174218102","4048.53077151361","4201.82162326001","4218.85349542675","4397.34437567908","4537.33453155664","4464.37670964892","4382.93830679588","4454.79720041731","4676.43638006435","5009.66490283629","5295.14369877979","5502.64758554231","5703.51295018932","5565.73334370724","5927.87453079767","6151.65885153776","5687.10514682252","6241.28222655951","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10308.139950784","10054.1907081404","9467.24348671774","9158.93102333615","8751.68440711746","8867.58611714065","8844.32584096316","8673.67982074966","8389.6713564373","8545.45580971508","8478.13560322302","8837.3754965854","9032.73230245063","9045.87445075002","9384.79108130665","9535.64776509239","9726.46250318201","9994.03988477188","9743.01015748952","9999.7807851241","10176.5072088014","9910.87228146886","9704.61078495081","9670.56348259658","9322.99562923734","9006.37564499402","9036.42203018854","9021.81496109376","8988.29101588131","7977.50308690346","7731.96214133827","7501.15048970572","7443.12310757913","",
"Trinidad and Tobago","TTO","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30937.3920615725","31814.9654299661","30147.1099520614","32136.0358904082","28421.4638356464","29238.1776339241","27795.6251746244","27792.813083695","30871.3977954087","32735.5943233517","33015.121396524","35611.8810834713","43536.9355952235","41931.266813182","45383.0877947274","52256.7753409015","52342.0803695574","51388.0508359547","53968.9614310685","54147.3668978888","54454.6097436801","52018.497781524","51402.8449593125","51391.5548477287","51786.7329734052","49694.3842130899","50036.999564355","49230.846822357","48265.6892742844","44459.7160626682","43440.4220734418","44133.3163885037","41988.4493399189","",
"Tunisia","TUN","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10856.9675589075","10692.0903039759","10651.8851990754","10307.5892160957","9986.10774171217","9952.13137965479","9673.54310737535","9600.53951231995","9202.78676798971","8856.82792643316","8487.65728579731","9257.13165172266","9310.62549606719","9237.03697864569","",
"Turkiye","TUR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17480.667996765","17322.2708387301","19596.0120170221","18117.6681493492","19456.6516502835","19629.701876264","20280.2268952032","20239.4278559424","19386.3364972725","19655.0206413437","18711.3021403177","19850.5013250956","22163.6291726227","23791.3223679274","24369.6670482005","26594.2122066465","28455.6356648664","27488.3365091861","25800.1008628775","26008.6189308437","28822.4673181083","29897.4530748113","31717.1983495945","31220.7439053978","32439.2757293587","33773.8400327031","35973.159644031","35249.428910642","36957.5396941001","37997.3864485095","38784.0051969197","36115.3290581799","36466.6558478178","",
"Tuvalu","TUV","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7727.65240315631","7534.82331158132","6986.04603601671","6743.482505962","6313.14608518858","6566.34061955709","6804.31282979656","7199.45723359681","7356.68413641735","7230.33990930084","7236.20668646689","6932.9918169537","6715.83167368712","6454.95006995651","6125.09929485111","5756.13370066641","6067.031512049","6204.49502767892","6212.06445514575","6571.66558776273","7050.9978345672","7046.47865095369","7392.87864203744","7403.71806523091","7562.49558647965","7822.39070081362","8022.38161416422","8207.4970056322","8448.97521099778","8271.74781579409","7718.46860596777","7691.69816123254","7723.95875832791","",
